"Chapter","Expansion","Kind","Category","Tier","Name","ReqLevel","ItemLevel","Link"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Sigmascape V1.0","70","325","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/98bb0f8e2f5/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Sigmascape V2.0","70","325","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e89c7361d67/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Sigmascape V3.0","70","325","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dd9b573806a/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Sigmascape V4.0","70","325","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f6bdf734a4a/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Alphascape V1.0","70","355","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/4cdb4098c20/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Alphascape V2.0","70","355","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/43a122b16c2/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Alphascape V3.0","70","355","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0b697689a12/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Normal","Alphascape V4.0","70","355","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6164ec419fe/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Deltascape V1.0 (Savage)","70","310","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7ba45eb83a8/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Deltascape V2.0 (Savage)","70","315","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8e638aa5413/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Deltascape V3.0 (Savage)","70","320","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1b57dd15e71/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Deltascape V4.0 (Savage)","70","320","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0b519d7fd00/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Sigmascape V1.0 (Savage)","70","340","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c6a225d5436/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Sigmascape V2.0 (Savage)","70","345","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/be562bd1bdc/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Sigmascape V3.0 (Savage)","70","350","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6196f1cd409/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Sigmascape V4.0 (Savage)","70","350","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/28d9a03c886/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Alphascape V1.0 (Savage)","70","370","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/da2590c3569/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Alphascape V2.0 (Savage)","70","375","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/aa718108575/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Alphascape V3.0 (Savage)","70","380","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5e1eccd3304/"
"3","Stormblood (4.0)","Duty","Raids","Raid-Savage","Alphascape V4.0 (Savage)","70","380","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/33360b27f26/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","Emanation (Extreme)","70","300","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7de6a27d145/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","The Pool of Tribute (Extreme)","70","300","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b28f61e6212/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","The Jade Stoa (Extreme)","70","340","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/44fc4abc0eb/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","The Great Hunt (Extreme)","70","350","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/52328939737/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","Hells' Kier (Extreme)","70","370","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/628e9a05d34/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Extreme","The Wreath of Snakes (Extreme)","70","380","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c79d50c803d/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Pool of Tribute","63",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5806cb2d995/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","Emanation","67",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7992a4eab66/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Royal Menagerie","70","280","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/13be0500007/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Great Hunt","70","320","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/a8b065d443b/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Shinryu's Domain","70","320","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8c829b8dd8c/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Jade Stoa","70","325","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f1fc9fb6093/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","Castrum Fluminis","70","335","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/10fe97ad942/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Tsukuyomi's Pain","70","350","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0919d2674e0/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","Hells' Kier","70","355","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ea0f6440546/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","Kugane Ohashi","70","365","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/bad56c435a5/"
"3","Stormblood (4.0)","Duty","Trials","Trial-Normal","The Wreath of Snakes","70","365","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c19b83441e4/"
"3","Stormblood (4.0)","Duty","Ultimate","Ultimate","The Unending Coil of Bahamut (Ultimate)","70",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1a863f1ea3b/"
"3","Stormblood (4.0)","Duty","Ultimate","Ultimate","The Weapon's Refrain (Ultimate)","70",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e6c2c586ba6/"
"4","Shadowbringers (5.0)","Duty","Raids","Alliance-Raid","The Copied Factory","80","435","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ed86e5291b2/"
"4","Shadowbringers (5.0)","Duty","Raids","Alliance-Raid","The Puppets' Bunker","80","465","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/889b8d8cfa4/"
"4","Shadowbringers (5.0)","Duty","Raids","Alliance-Raid","The Tower at Paradigm's Breach","80","495","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f1a29897772/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Holminster Switch","71","370","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/a6165958a5c/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Dohn Mheg","73","375","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5f9f024b774/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","The Qitana Ravel","75","380","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3aff2d6760c/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Malikah's Well","77","385","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f8fff809d77/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Mt. Gulg","79","390","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/72f2e86daba/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Akadaemia Anyder","80","410","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d2b053e4e31/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Amaurot","80","410","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c5de427bfef/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","The Twinning","80","410","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/be6a14f45a6/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","The Grand Cosmos","80","430","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1f246825352/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Anamnesis Anyder","80","440","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/969e6501eb7/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","The Heroes' Gauntlet","80","460","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/44073b7449c/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Matoya's Relict","80","470","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5a30eb6b20d/"
"4","Shadowbringers (5.0)","Dungeon","Dungeon","Dungeon","Paglth'an","80","490","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/81f08141768/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Gate: Descent","80","425","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f82bc5d8d71/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Gate: Inundation","80","425","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/4618e49f844/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Gate: Resurrection","80","425","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/a3549ccbd94/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Gate: Sepulture","80","425","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b2a4cb98763/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Verse: Fulmination","80","455","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d743dcfe06a/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Verse: Furor","80","455","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/cdc9ff33eff/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Verse: Iconoclasm","80","455","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/96ff35ae58b/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Verse: Refulgence","80","455","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/2024c23c039/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Promise: Anamorphosis","80","485","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ada07e3d029/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Promise: Eternity","80","485","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d53631d5202/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Promise: Litany","80","485","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/aafa2130da3/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Normal","Eden's Promise: Umbra","80","485","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/83f9103a01c/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Gate: Resurrection (Savage)","80","440","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b82ab97c785/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Gate: Descent (Savage)","80","445","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7616847b849/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Gate: Inundation (Savage)","80","450","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3a52efcba77/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Gate: Sepulture (Savage)","80","450","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3f2c9ddbe05/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Verse: Fulmination (Savage)","80","470","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/718aa90e33d/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Verse: Furor (Savage)","80","475","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8e7439e713d/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Verse: Iconoclasm (Savage)","80","480","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/cfa4ab23330/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Verse: Refulgence (Savage)","80","480","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/46c4d21a738/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Promise: Umbra (Savage)","80","500","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/a1d3734280f/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Promise: Litany (Savage)","80","505","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/efd7884c5da/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Promise: Anamorphosis (Savage)","80","510","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b890b8c68d5/"
"4","Shadowbringers (5.0)","Duty","Raids","Raid-Savage","Eden's Promise: Eternity (Savage)","80","510","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6a038f0d5ef/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","The Crown of the Immaculate (Extreme)","80","430","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/55504d0495f/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","The Dancing Plague (Extreme)","80","430","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/bad53f19540/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","Cinder Drift (Extreme)","80","470","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b388be5eb05/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","Memoria Misera (Extreme)","80","470","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/841d3f69efd/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","The Seat of Sacrifice (Extreme)","80","480","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1543e03ff37/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","Castrum Marinum (Extreme)","80","500","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/16e9780d10e/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Extreme","The Cloud Deck (Extreme)","80","510","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c4a2acf0912/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Dancing Plague","73",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dbf2007968d/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Crown of the Immaculate","79",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0b1d4434e26/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Dying Gasp","80","410","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6b31d339381/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Hades's Elegy","80","450","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b2e08d16bce/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","Cinder Drift","80","455","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/793ed012f43/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Seat of Sacrifice","80","465","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/16b75e706b3/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","Castrum Marinum","80","485","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/cd08ecb15cc/"
"4","Shadowbringers (5.0)","Duty","Trials","Trial-Normal","The Cloud Deck","80","495","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/138006e2d76/"
"4","Shadowbringers (5.0)","Duty","Ultimate","Ultimate","The Epic of Alexander (Ultimate)","80",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/b56710190e9/"
"5","Endwalker (6.0)","Duty","Raids","Alliance-Raid","Aglaia","90","565","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ced36158c27/"
"5","Endwalker (6.0)","Duty","Raids","Alliance-Raid","Euphrosyne","90","595","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/990f420dd6e/"
"5","Endwalker (6.0)","Duty","Raids","Alliance-Raid","Thaleia","90","625","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d4b9d40f28b/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Tower of Zot","81","500","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/9c317b74e3a/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Tower of Babil","83","505","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3297718033f/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","Vanaspati","85","510","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dadcd891cc1/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","Ktisis Hyperboreia","87","515","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8514a64c969/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Aitiascope","89","520","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/fd65b266f55/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","Smileton","90","540","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/175e6a7245d/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Dead Ends","90","540","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ba59c193b71/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Stigma Dreamscape","90","540","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/25f8ec27427/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","Alzadaal's Legacy","90","560","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d56ff366a07/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Fell Court of Troia","90","575","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d75f0e7733b/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","Lapis Manalis","90","590","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ce91893321f/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Aetherfont","90","605","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ee802d0c0ef/"
"5","Endwalker (6.0)","Dungeon","Dungeon","Dungeon","The Lunar Subterrane","90","620","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f3d52caf5b5/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Asphodelos: The First Circle","90","565","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/87c1d270e4a/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Asphodelos: The Fourth Circle","90","565","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8766feb6d35/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Asphodelos: The Second Circle","90","565","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/53197e092c0/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Asphodelos: The Third Circle","90","565","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/489f861eb7b/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Abyssos: The Eighth Circle","90","585","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/4d2ad8ae660/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Abyssos: The Fifth Circle","90","585","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d214bf6237c/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Abyssos: The Seventh Circle","90","585","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0929b0c05bc/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Abyssos: The Sixth Circle","90","585","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/96af4bd34f2/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Anabaseios: The Eleventh Circle","90","615","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e142dd574bd/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Anabaseios: The Ninth Circle","90","615","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/27ea99ce75a/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Anabaseios: The Tenth Circle","90","615","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/335e519ce87/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Normal","Anabaseios: The Twelfth Circle","90","615","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/33b1d5ca8c6/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Asphodelos: The First Circle (Savage)","90","570","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/4b208ad41f2/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Asphodelos: The Second Circle (Savage)","90","575","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/35e4afe3707/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Asphodelos: The Fourth Circle (Savage)","90","580","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ae08cc4d4bf/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Asphodelos: The Third Circle (Savage)","90","580","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/a0917729fae/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Abyssos: The Fifth Circle (Savage)","90","600","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/2fde7757141/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Abyssos: The Sixth Circle (Savage)","90","605","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8c58de9229d/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Abyssos: The Eighth Circle (Savage)","90","610","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/415152e3e5d/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Abyssos: The Seventh Circle (Savage)","90","610","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8d0f4a3b03c/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Anabaseios: The Ninth Circle (Savage)","90","630","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/aec1462687d/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Anabaseios: The Tenth Circle (Savage)","90","635","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5f4cfac710d/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Anabaseios: The Eleventh Circle (Savage)","90","640","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d10aca4942d/"
"5","Endwalker (6.0)","Duty","Raids","Raid-Savage","Anabaseios: The Twelfth Circle (Savage)","90","640","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/870a31c60c4/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Extreme","Storm's Crown (Extreme)","90","600","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7aa78623503/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Extreme","Mount Ordeals (Extreme)","90","610","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0eb5dd38d5a/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Extreme","The Voidcast Dais (Extreme)","90","630","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ea1daa24090/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Extreme","The Abyssal Fracture (Extreme)","90","640","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/04dba833267/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Dark Inside","83",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6eed2137942/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Mothercrystal","89",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/044b34a37ca/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Final Day","90","540","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7b4070f67f6/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Hydaelyn's Call","90","560","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0dbba05fd0f/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Zodiark's Fall","90","560","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f40a8f14d6d/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Endsinger's Aria","90","580","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/0c90d0fd67b/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","Storm's Crown","90","585","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7db24777c99/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","Mount Ordeals","90","595","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/524d9878b6b/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Voidcast Dais","90","615","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f1f90009296/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Abyssal Fracture","90","625","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dd8721dfa4b/"
"5","Endwalker (6.0)","Duty","Trials","Trial-Normal","The Gilded Araya","90","625","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/17ba391b62b/"
"5","Endwalker (6.0)","Duty","Ultimate","Ultimate","Dragonsong's Reprise (Ultimate)","90",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ba184b63c2d/"
"5","Endwalker (6.0)","Duty","Ultimate","Ultimate","The Omega Protocol (Ultimate)","90",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dccacd176f4/"
"6","Dawntrail (7.0)","Duty","Raids","Alliance-Raid","Jeuno: The First Walk","100","695","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1318e475557/"
"6","Dawntrail (7.0)","Duty","Raids","Alliance-Raid","San d'Oria: The Second Walk","100","725","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/2659bec79dd/"
"6","Dawntrail (7.0)","Duty","Raids","Alliance-Raid","Windurst: The Third Walk","100","755","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e40698b1f19/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Ihuykatumu","91","630","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/259c37be2ea/"
